Era,Time,Sig_Landed,Sig_Att,TD_Landed,TD_Att,Sig_Landed_Per_Min,Sig_Att_Per_Min,TD_Landed_Per_Min,TD_Att_Per_Min
Fox & USADA Era,0.2333333333333333,0,0,0,0,0.0,0.0,0.0,0.0
Fox & USADA Era,15.0,40,139,0,5,2.6666666666666665,9.266666666666667,0.0,0.3333333333333333
Fox & USADA Era,9.333333333333334,15,52,0,0,1.607142857142857,5.571428571428571,0.0,0.0
Fox & USADA Era,2.6166666666666667,11,38,1,1,4.203821656050955,14.522292993630574,0.38216560509554137,0.38216560509554137
Fox & USADA Era,15.0,41,134,1,2,2.7333333333333334,8.933333333333334,0.06666666666666667,0.13333333333333333
Fox & USADA Era,7.616666666666666,16,49,1,2,2.100656455142232,6.433260393873086,0.1312910284463895,0.262582056892779
Fox & USADA Era,2.283333333333333,7,24,0,1,3.0656934306569346,10.51094890510949,0.0,0.43795620437956206
Fox & USADA Era,8.3,53,82,0,2,6.385542168674698,9.879518072289155,0.0,0.24096385542168672
Fox & USADA Era,15.0,87,209,0,10,5.8,13.933333333333334,0.0,0.6666666666666666
Fox & USADA Era,1.6666666666666667,0,1,0,1,0.0,0.6,0.0,0.6
Fox & USADA Era,15.0,23,77,0,4,1.5333333333333334,5.133333333333334,0.0,0.26666666666666666
Fox & USADA Era,25.0,54,162,0,1,2.16,6.48,0.0,0.04
Fox & USADA Era,9.283333333333331,4,22,1,17,0.43087971274685827,2.3698384201077203,0.10771992818671457,1.8312387791741476
Fox & USADA Era,15.0,36,67,9,10,2.4,4.466666666666667,0.6,0.6666666666666666
Fox & USADA Era,15.0,22,71,0,0,1.4666666666666666,4.733333333333333,0.0,0.0
Fox & USADA Era,1.7833333333333334,6,23,0,0,3.364485981308411,12.897196261682243,0.0,0.0
Fox & USADA Era,9.116666666666667,39,113,2,4,4.2778793418647165,12.39488117001828,0.21937842778793418,0.43875685557586835
Fox & USADA Era,7.633333333333334,17,43,0,5,2.2270742358078603,5.633187772925764,0.0,0.6550218340611353
Fox & USADA Era,13.2,22,45,2,6,1.6666666666666667,3.409090909090909,0.15151515151515152,0.4545454545454546
Fox & USADA Era,6.566666666666666,39,100,1,3,5.939086294416244,15.228426395939087,0.15228426395939088,0.4568527918781726
Fox & USADA Era,7.033333333333333,8,60,0,0,1.1374407582938388,8.530805687203792,0.0,0.0
Fox & USADA Era,6.55,25,75,0,0,3.816793893129771,11.450381679389313,0.0,0.0
Fox & USADA Era,25.0,36,69,5,14,1.44,2.76,0.2,0.56
Fox & USADA Era,4.35,14,32,0,1,3.218390804597701,7.356321839080461,0.0,0.2298850574712644
Fox & USADA Era,7.483333333333333,12,39,1,2,1.6035634743875278,5.211581291759465,0.13363028953229397,0.26726057906458794
Fox & USADA Era,1.9333333333333331,15,17,0,0,7.7586206896551735,8.793103448275863,0.0,0.0
Fox & USADA Era,14.233333333333333,17,44,2,5,1.1943793911007026,3.0913348946135835,0.14051522248243561,0.351288056206089
Fox & USADA Era,15.0,39,115,3,3,2.6,7.666666666666667,0.2,0.2
Fox & USADA Era,1.5166666666666666,5,7,0,0,3.296703296703297,4.615384615384616,0.0,0.0
Fox & USADA Era,7.75,25,48,2,4,3.225806451612903,6.193548387096774,0.25806451612903225,0.5161290322580645
Fox & USADA Era,15.0,94,191,5,6,6.266666666666667,12.733333333333333,0.3333333333333333,0.4
Fox & USADA Era,3.2,0,4,0,0,0.0,1.25,0.0,0.0
Fox & USADA Era,11.566666666666666,15,79,0,0,1.2968299711815563,6.829971181556196,0.0,0.0
Fox & USADA Era,3.2333333333333334,1,4,0,2,0.30927835051546393,1.2371134020618557,0.0,0.6185567010309279
Fox & USADA Era,3.983333333333333,37,73,1,1,9.288702928870293,18.326359832635983,0.25104602510460255,0.25104602510460255
Fox & USADA Era,2.75,27,32,0,0,9.818181818181818,11.636363636363637,0.0,0.0
Fox & USADA Era,15.0,83,170,0,0,5.533333333333333,11.333333333333334,0.0,0.0
Fox & USADA Era,15.0,27,64,6,11,1.8,4.266666666666667,0.4,0.7333333333333333
Fox & USADA Era,15.0,59,128,4,7,3.933333333333333,8.533333333333333,0.26666666666666666,0.4666666666666667
Fox & USADA Era,15.0,38,66,2,8,2.533333333333333,4.4,0.13333333333333333,0.5333333333333333
Fox & USADA Era,3.75,24,50,0,0,6.4,13.333333333333334,0.0,0.0
Fox & USADA Era,15.0,21,55,2,17,1.4,3.6666666666666665,0.13333333333333333,1.1333333333333333
Fox & USADA Era,4.95,9,25,0,1,1.8181818181818181,5.05050505050505,0.0,0.20202020202020202
Fox & USADA Era,15.0,50,84,0,0,3.3333333333333335,5.6,0.0,0.0
Fox & USADA Era,13.5,19,47,2,7,1.4074074074074074,3.4814814814814814,0.14814814814814814,0.5185185185185185
Fox & USADA Era,15.0,43,86,0,2,2.8666666666666667,5.733333333333333,0.0,0.13333333333333333
Fox & USADA Era,15.0,30,60,3,4,2.0,4.0,0.2,0.26666666666666666
Fox & USADA Era,1.5,11,24,0,0,7.333333333333333,16.0,0.0,0.0
Fox & USADA Era,0.1333333333333333,0,4,0,0,0.0,30.000000000000007,0.0,0.0
Fox & USADA Era,8.566666666666666,32,45,1,8,3.735408560311284,5.252918287937743,0.11673151750972763,0.933852140077821
Fox & USADA Era,15.0,51,82,2,3,3.4,5.466666666666667,0.13333333333333333,0.2
Fox & USADA Era,15.0,14,23,1,2,0.9333333333333333,1.5333333333333334,0.06666666666666667,0.13333333333333333
Fox & USADA Era,15.0,36,44,1,3,2.4,2.933333333333333,0.06666666666666667,0.2
Fox & USADA Era,6.583333333333333,3,5,0,5,0.4556962025316456,0.759493670886076,0.0,0.759493670886076
Fox & USADA Era,15.0,80,143,2,3,5.333333333333333,9.533333333333333,0.13333333333333333,0.2
Fox & USADA Era,15.0,41,53,10,11,2.7333333333333334,3.533333333333333,0.6666666666666666,0.7333333333333333
Fox & USADA Era,7.516666666666667,13,27,0,0,1.729490022172949,3.592017738359202,0.0,0.0
Fox & USADA Era,2.55,6,9,1,1,2.3529411764705883,3.5294117647058827,0.3921568627450981,0.3921568627450981
Fox & USADA Era,13.966666666666669,56,136,0,3,4.009546539379475,9.737470167064437,0.0,0.21479713603818612
Fox & USADA Era,15.0,28,47,0,4,1.8666666666666667,3.1333333333333333,0.0,0.26666666666666666
Fox & USADA Era,15.0,11,27,0,0,0.7333333333333333,1.8,0.0,0.0
Fox & USADA Era,4.9,18,41,0,1,3.6734693877551017,8.36734693877551,0.0,0.2040816326530612
Fox & USADA Era,14.3,111,279,0,4,7.762237762237762,19.51048951048951,0.0,0.2797202797202797
Fox & USADA Era,12.183333333333334,13,42,0,1,1.06703146374829,3.4473324213406293,0.0,0.08207934336525308
Fox & USADA Era,13.683333333333334,39,164,0,5,2.8501827040194883,11.985383678440925,0.0,0.3654080389768575
Fox & USADA Era,5.0,12,24,2,3,2.4,4.8,0.4,0.6
Fox & USADA Era,15.0,37,140,3,3,2.466666666666667,9.333333333333334,0.2,0.2
Fox & USADA Era,24.98333333333333,66,121,14,22,2.641761174116078,4.8432288192128095,0.5603735823882589,0.8805870580386925
Fox & USADA Era,15.0,99,211,0,0,6.6,14.066666666666666,0.0,0.0
Fox & USADA Era,15.0,75,202,0,0,5.0,13.466666666666667,0.0,0.0
Fox & USADA Era,4.883333333333334,47,98,0,2,9.624573378839589,20.068259385665527,0.0,0.40955631399317405
Fox & USADA Era,15.0,21,48,3,6,1.4,3.2,0.2,0.4
Fox & USADA Era,4.3,20,56,1,1,4.651162790697675,13.023255813953488,0.23255813953488372,0.23255813953488372
Fox & USADA Era,15.0,84,172,0,1,5.6,11.466666666666667,0.0,0.06666666666666667
Fox & USADA Era,11.583333333333334,49,86,3,15,4.230215827338129,7.424460431654676,0.2589928057553957,1.2949640287769784
Fox & USADA Era,15.0,36,64,6,6,2.4,4.266666666666667,0.4,0.4
Fox & USADA Era,15.0,46,107,1,5,3.066666666666667,7.133333333333334,0.06666666666666667,0.3333333333333333
Fox & USADA Era,15.0,18,52,2,4,1.2,3.466666666666667,0.13333333333333333,0.26666666666666666
Fox & USADA Era,8.116666666666667,34,99,1,3,4.1889117043121145,12.19712525667351,0.12320328542094455,0.36960985626283366
Fox & USADA Era,4.983333333333333,15,49,1,3,3.0100334448160533,9.832775919732441,0.20066889632107024,0.6020066889632107
Fox & USADA Era,22.78333333333333,113,180,6,8,4.959765910753475,7.900512070226775,0.26335040234089246,0.35113386978785666
Fox & USADA Era,0.7333333333333333,2,7,0,0,2.7272727272727275,9.545454545454547,0.0,0.0
Fox & USADA Era,0.9333333333333332,3,5,0,0,3.2142857142857144,5.357142857142858,0.0,0.0
Fox & USADA Era,4.883333333333334,4,28,1,2,0.8191126279863481,5.733788395904436,0.20477815699658702,0.40955631399317405
Fox & USADA Era,9.216666666666669,32,92,2,5,3.4719710669077752,9.981916817359853,0.21699819168173595,0.5424954792043398
Fox & USADA Era,15.0,31,82,0,0,2.066666666666667,5.466666666666667,0.0,0.0
Fox & USADA Era,0.8166666666666667,2,8,0,0,2.4489795918367347,9.795918367346939,0.0,0.0
Fox & USADA Era,4.15,21,40,0,0,5.0602409638554215,9.638554216867469,0.0,0.0
Fox & USADA Era,9.9,25,56,1,2,2.525252525252525,5.656565656565657,0.10101010101010101,0.20202020202020202
Fox & USADA Era,13.25,44,109,2,5,3.3207547169811322,8.226415094339623,0.1509433962264151,0.37735849056603776
Fox & USADA Era,15.0,59,106,1,3,3.933333333333333,7.066666666666666,0.06666666666666667,0.2
Fox & USADA Era,25.0,83,258,5,13,3.32,10.32,0.2,0.52
Fox & USADA Era,15.0,56,85,4,4,3.7333333333333334,5.666666666666667,0.26666666666666666,0.26666666666666666
Fox & USADA Era,15.0,35,71,9,16,2.3333333333333335,4.733333333333333,0.6,1.0666666666666667
Fox & USADA Era,6.4,15,36,0,0,2.34375,5.625,0.0,0.0
Fox & USADA Era,15.0,12,24,6,12,0.8,1.6,0.4,0.8
Fox & USADA Era,15.0,52,109,0,5,3.466666666666667,7.266666666666667,0.0,0.3333333333333333
Fox & USADA Era,3.933333333333333,12,34,1,1,3.050847457627119,8.64406779661017,0.2542372881355932,0.2542372881355932
Fox & USADA Era,15.0,20,47,1,2,1.3333333333333333,3.1333333333333333,0.06666666666666667,0.13333333333333333
Fox & USADA Era,1.4166666666666667,13,39,0,0,9.176470588235293,27.52941176470588,0.0,0.0
Fox & USADA Era,9.983333333333333,46,92,2,2,4.607679465776294,9.215358931552588,0.2003338898163606,0.2003338898163606
Fox & USADA Era,8.216666666666667,27,54,2,3,3.286004056795132,6.572008113590264,0.2434077079107505,0.36511156186612576
Fox & USADA Era,15.0,32,77,0,4,2.1333333333333333,5.133333333333334,0.0,0.26666666666666666
Fox & USADA Era,12.65,23,50,1,2,1.8181818181818181,3.952569169960474,0.07905138339920949,0.15810276679841898
Fox & USADA Era,2.8833333333333333,46,69,1,2,15.953757225433526,23.930635838150287,0.3468208092485549,0.6936416184971098
Fox & USADA Era,9.733333333333333,71,171,0,0,7.294520547945206,17.568493150684933,0.0,0.0
Fox & USADA Era,4.683333333333334,15,38,0,0,3.202846975088968,8.113879003558718,0.0,0.0
Fox & USADA Era,15.0,63,109,4,6,4.2,7.266666666666667,0.26666666666666666,0.4
Fox & USADA Era,15.0,31,98,2,3,2.066666666666667,6.533333333333333,0.13333333333333333,0.2
Fox & USADA Era,15.0,43,74,1,3,2.8666666666666667,4.933333333333334,0.06666666666666667,0.2
Fox & USADA Era,15.0,16,26,0,0,1.0666666666666667,1.7333333333333334,0.0,0.0
Fox & USADA Era,7.633333333333334,32,50,3,5,4.192139737991266,6.550218340611353,0.3930131004366812,0.6550218340611353
Fox & USADA Era,15.0,64,128,1,2,4.266666666666667,8.533333333333333,0.06666666666666667,0.13333333333333333
Fox & USADA Era,12.216666666666669,30,44,1,8,2.4556616643929057,3.6016371077762614,0.08185538881309685,0.6548431105047748
Fox & USADA Era,10.0,75,162,2,3,7.5,16.2,0.2,0.3
Fox & USADA Era,11.166666666666666,37,69,2,10,3.3134328358208958,6.179104477611941,0.17910447761194032,0.8955223880597015
Fox & USADA Era,2.85,7,11,0,0,2.456140350877193,3.8596491228070176,0.0,0.0
Fox & USADA Era,15.0,46,96,0,14,3.066666666666667,6.4,0.0,0.9333333333333333
Fox & USADA Era,15.0,66,191,0,0,4.4,12.733333333333333,0.0,0.0
Fox & USADA Era,6.616666666666666,22,39,0,3,3.3249370277078087,5.894206549118389,0.0,0.45340050377833757
Fox & USADA Era,3.5166666666666666,5,7,0,0,1.4218009478672986,1.9905213270142181,0.0,0.0
Fox & USADA Era,15.0,21,54,4,5,1.4,3.6,0.26666666666666666,0.3333333333333333
Fox & USADA Era,15.0,57,131,0,2,3.8,8.733333333333333,0.0,0.13333333333333333
Fox & USADA Era,5.5,7,23,0,0,1.2727272727272727,4.181818181818182,0.0,0.0
Fox & USADA Era,15.0,41,72,3,3,2.7333333333333334,4.8,0.2,0.2
Fox & USADA Era,4.966666666666667,21,43,0,2,4.228187919463087,8.657718120805368,0.0,0.40268456375838924
Fox & USADA Era,0.4666666666666667,3,6,0,0,6.428571428571429,12.857142857142858,0.0,0.0
Fox & USADA Era,1.9,5,16,0,0,2.6315789473684212,8.421052631578947,0.0,0.0
Fox & USADA Era,2.6333333333333333,27,36,1,2,10.253164556962025,13.670886075949367,0.379746835443038,0.759493670886076
Fox & USADA Era,14.166666666666666,39,94,6,11,2.7529411764705882,6.635294117647059,0.4235294117647059,0.7764705882352941
Fox & USADA Era,1.6166666666666667,1,9,0,0,0.6185567010309279,5.56701030927835,0.0,0.0
Fox & USADA Era,2.566666666666667,2,3,1,2,0.7792207792207791,1.1688311688311688,0.3896103896103896,0.7792207792207791
Fox & USADA Era,5.8,23,37,3,4,3.9655172413793105,6.379310344827586,0.5172413793103449,0.6896551724137931
Fox & USADA Era,5.0,2,13,0,1,0.4,2.6,0.0,0.2
Fox & USADA Era,15.0,32,57,4,7,2.1333333333333333,3.8,0.26666666666666666,0.4666666666666667
Fox & USADA Era,14.966666666666669,67,175,0,0,4.476614699331848,11.692650334075722,0.0,0.0
Fox & USADA Era,15.0,47,151,3,7,3.1333333333333333,10.066666666666666,0.2,0.4666666666666667
Fox & USADA Era,0.35,5,9,0,0,14.285714285714286,25.714285714285715,0.0,0.0
Fox & USADA Era,15.0,56,100,1,1,3.7333333333333334,6.666666666666667,0.06666666666666667,0.06666666666666667
Fox & USADA Era,12.216666666666669,88,169,4,5,7.203274215552523,13.833560709413367,0.3274215552523874,0.40927694406548426
Fox & USADA Era,15.0,37,129,0,1,2.466666666666667,8.6,0.0,0.06666666666666667
Fox & USADA Era,10.0,59,110,1,2,5.9,11.0,0.1,0.2
Fox & USADA Era,15.0,32,80,2,12,2.1333333333333333,5.333333333333333,0.13333333333333333,0.8
Fox & USADA Era,0.3833333333333333,0,1,0,1,0.0,2.608695652173913,0.0,2.608695652173913
Fox & USADA Era,0.9,1,1,0,0,1.1111111111111112,1.1111111111111112,0.0,0.0
Fox & USADA Era,15.0,60,106,0,0,4.0,7.066666666666666,0.0,0.0
Fox & USADA Era,15.0,34,74,0,2,2.2666666666666666,4.933333333333334,0.0,0.13333333333333333
Fox & USADA Era,15.0,21,55,0,0,1.4,3.6666666666666665,0.0,0.0
Fox & USADA Era,15.0,62,143,1,15,4.133333333333334,9.533333333333333,0.06666666666666667,1.0
Fox & USADA Era,15.0,22,60,0,0,1.4666666666666666,4.0,0.0,0.0
Fox & USADA Era,2.95,6,13,2,2,2.0338983050847457,4.406779661016949,0.6779661016949152,0.6779661016949152
Fox & USADA Era,15.0,54,126,1,3,3.6,8.4,0.06666666666666667,0.2
Fox & USADA Era,1.6833333333333331,0,0,1,1,0.0,0.0,0.5940594059405941,0.5940594059405941
Fox & USADA Era,14.366666666666667,126,204,0,0,8.77030162412993,14.19953596287703,0.0,0.0
Fox & USADA Era,11.683333333333334,35,66,2,4,2.9957203994293864,5.6490727532097,0.17118402282453637,0.34236804564907275
Fox & USADA Era,15.0,11,31,4,5,0.7333333333333333,2.066666666666667,0.26666666666666666,0.3333333333333333
Fox & USADA Era,2.8666666666666667,11,16,0,1,3.8372093023255816,5.5813953488372094,0.0,0.3488372093023256
Fox & USADA Era,8.4,29,51,2,3,3.452380952380952,6.071428571428571,0.23809523809523808,0.35714285714285715
Fox & USADA Era,6.433333333333334,31,60,0,1,4.818652849740933,9.32642487046632,0.0,0.15544041450777202
Fox & USADA Era,6.5,23,43,0,0,3.5384615384615383,6.615384615384615,0.0,0.0
Fox & USADA Era,11.633333333333333,31,64,0,0,2.664756446991404,5.5014326647564475,0.0,0.0
Fox & USADA Era,8.116666666666667,33,101,0,3,4.0657084188911705,12.4435318275154,0.0,0.36960985626283366
Fox & USADA Era,14.616666666666667,40,78,4,8,2.736602052451539,5.336374002280501,0.27366020524515394,0.5473204104903079
Fox & USADA Era,0.4833333333333333,3,4,0,0,6.206896551724139,8.275862068965518,0.0,0.0
Fox & USADA Era,15.0,17,33,3,10,1.1333333333333333,2.2,0.2,0.6666666666666666
Fox & USADA Era,15.0,28,48,3,8,1.8666666666666667,3.2,0.2,0.5333333333333333
Fox & USADA Era,2.716666666666667,9,28,0,0,3.312883435582822,10.306748466257668,0.0,0.0
Fox & USADA Era,15.0,59,184,0,0,3.933333333333333,12.266666666666667,0.0,0.0
Fox & USADA Era,15.0,11,33,5,16,0.7333333333333333,2.2,0.3333333333333333,1.0666666666666667
Fox & USADA Era,2.9,6,8,0,0,2.0689655172413794,2.7586206896551726,0.0,0.0
Fox & USADA Era,9.95,31,48,4,7,3.1155778894472363,4.824120603015076,0.4020100502512563,0.7035175879396985
Fox & USADA Era,10.533333333333331,35,82,1,6,3.3227848101265827,7.78481012658228,0.09493670886075951,0.5696202531645571
Fox & USADA Era,5.483333333333333,20,55,0,1,3.6474164133738602,10.030395136778115,0.0,0.182370820668693
Fox & USADA Era,21.0,70,156,0,0,3.3333333333333335,7.428571428571429,0.0,0.0
Fox & USADA Era,15.0,19,94,0,0,1.2666666666666666,6.266666666666667,0.0,0.0
Fox & USADA Era,15.0,45,87,0,2,3.0,5.8,0.0,0.13333333333333333
Fox & USADA Era,15.0,64,158,3,6,4.266666666666667,10.533333333333333,0.2,0.4
Fox & USADA Era,15.0,26,76,0,0,1.7333333333333334,5.066666666666666,0.0,0.0
Fox & USADA Era,15.0,21,43,0,0,1.4,2.8666666666666667,0.0,0.0
Fox & USADA Era,4.733333333333333,25,37,1,1,5.28169014084507,7.816901408450704,0.2112676056338028,0.2112676056338028
Fox & USADA Era,4.483333333333333,5,14,0,1,1.1152416356877324,3.1226765799256504,0.0,0.22304832713754646
Fox & USADA Era,6.316666666666666,15,26,6,8,2.37467018469657,4.116094986807388,0.949868073878628,1.266490765171504
Fox & USADA Era,15.0,27,45,7,10,1.8,3.0,0.4666666666666667,0.6666666666666666
Fox & USADA Era,4.366666666666666,12,23,0,0,2.7480916030534353,5.2671755725190845,0.0,0.0
Fox & USADA Era,12.633333333333333,8,24,1,1,0.633245382585752,1.899736147757256,0.079155672823219,0.079155672823219
Fox & USADA Era,0.2666666666666666,4,7,0,0,15.000000000000004,26.250000000000007,0.0,0.0
Fox & USADA Era,2.8666666666666667,12,19,0,0,4.186046511627907,6.627906976744186,0.0,0.0
Fox & USADA Era,15.0,13,26,1,2,0.8666666666666667,1.7333333333333334,0.06666666666666667,0.13333333333333333
Fox & USADA Era,15.0,25,59,0,1,1.6666666666666667,3.933333333333333,0.0,0.06666666666666667
Fox & USADA Era,15.0,54,96,2,2,3.6,6.4,0.13333333333333333,0.13333333333333333
Fox & USADA Era,1.6,4,13,0,1,2.5,8.125,0.0,0.625
Fox & USADA Era,1.2166666666666666,16,37,0,0,13.15068493150685,30.41095890410959,0.0,0.0
Fox & USADA Era,15.0,33,100,1,6,2.2,6.666666666666667,0.06666666666666667,0.4
Fox & USADA Era,15.0,65,178,1,1,4.333333333333333,11.866666666666667,0.06666666666666667,0.06666666666666667
Fox & USADA Era,15.0,36,74,1,2,2.4,4.933333333333334,0.06666666666666667,0.13333333333333333
Fox & USADA Era,2.933333333333333,9,28,1,2,3.0681818181818183,9.545454545454547,0.34090909090909094,0.6818181818181819
Fox & USADA Era,8.616666666666667,20,97,0,0,2.3210831721470018,11.257253384912959,0.0,0.0
Fox & USADA Era,15.0,12,41,2,2,0.8,2.7333333333333334,0.13333333333333333,0.13333333333333333
Fox & USADA Era,15.0,50,90,3,4,3.3333333333333335,6.0,0.2,0.26666666666666666
Fox & USADA Era,15.0,24,68,4,11,1.6,4.533333333333333,0.26666666666666666,0.7333333333333333
Fox & USADA Era,15.0,39,82,0,3,2.6,5.466666666666667,0.0,0.2
Fox & USADA Era,15.0,41,86,1,3,2.7333333333333334,5.733333333333333,0.06666666666666667,0.2
Fox & USADA Era,15.0,51,104,1,1,3.4,6.933333333333334,0.06666666666666667,0.06666666666666667
Fox & USADA Era,25.0,115,277,0,0,4.6,11.08,0.0,0.0
Fox & USADA Era,15.0,16,28,0,0,1.0666666666666667,1.8666666666666667,0.0,0.0
Fox & USADA Era,3.083333333333333,8,29,0,0,2.5945945945945947,9.405405405405407,0.0,0.0
Fox & USADA Era,15.0,90,140,3,4,6.0,9.333333333333334,0.2,0.26666666666666666
Fox & USADA Era,2.5,19,41,0,0,7.6,16.4,0.0,0.0
Fox & USADA Era,15.0,36,71,0,4,2.4,4.733333333333333,0.0,0.26666666666666666
Fox & USADA Era,0.9333333333333332,7,9,0,0,7.500000000000001,9.642857142857144,0.0,0.0
Fox & USADA Era,15.0,43,85,0,1,2.8666666666666667,5.666666666666667,0.0,0.06666666666666667
Fox & USADA Era,3.066666666666667,20,37,0,1,6.521739130434782,12.065217391304348,0.0,0.32608695652173914
Fox & USADA Era,1.4833333333333334,9,17,0,0,6.067415730337078,11.46067415730337,0.0,0.0
Fox & USADA Era,0.8,15,20,0,0,18.75,25.0,0.0,0.0
Fox & USADA Era,15.0,28,75,1,3,1.8666666666666667,5.0,0.06666666666666667,0.2
Fox & USADA Era,15.583333333333334,117,212,0,5,7.508021390374331,13.60427807486631,0.0,0.32085561497326204
Fox & USADA Era,15.0,58,122,1,4,3.8666666666666667,8.133333333333333,0.06666666666666667,0.26666666666666666
Fox & USADA Era,15.0,64,135,0,1,4.266666666666667,9.0,0.0,0.06666666666666667
Fox & USADA Era,2.6166666666666667,15,26,1,1,5.732484076433121,9.936305732484076,0.38216560509554137,0.38216560509554137
Fox & USADA Era,5.45,31,64,1,1,5.6880733944954125,11.743119266055045,0.18348623853211007,0.18348623853211007
Fox & USADA Era,15.0,45,110,2,3,3.0,7.333333333333333,0.13333333333333333,0.2
Fox & USADA Era,15.0,91,186,2,3,6.066666666666666,12.4,0.13333333333333333,0.2
Fox & USADA Era,15.0,52,180,0,1,3.466666666666667,12.0,0.0,0.06666666666666667
Fox & USADA Era,1.45,6,19,0,0,4.137931034482759,13.10344827586207,0.0,0.0
Fox & USADA Era,15.0,29,63,6,6,1.9333333333333333,4.2,0.4,0.4
Fox & USADA Era,15.0,36,80,2,3,2.4,5.333333333333333,0.13333333333333333,0.2
Fox & USADA Era,0.7166666666666667,14,30,0,0,19.53488372093023,41.860465116279066,0.0,0.0
Fox & USADA Era,0.5666666666666667,19,32,0,0,33.529411764705884,56.470588235294116,0.0,0.0
Fox & USADA Era,15.0,53,98,2,5,3.533333333333333,6.533333333333333,0.13333333333333333,0.3333333333333333
Fox & USADA Era,14.766666666666667,23,31,4,9,1.5575620767494356,2.0993227990970653,0.27088036117381487,0.6094808126410834
Fox & USADA Era,15.0,59,105,0,1,3.933333333333333,7.0,0.0,0.06666666666666667
Fox & USADA Era,15.0,93,156,0,0,6.2,10.4,0.0,0.0
Fox & USADA Era,5.683333333333334,16,28,0,1,2.81524926686217,4.926686217008798,0.0,0.1759530791788856
Fox & USADA Era,7.633333333333334,57,75,1,1,7.467248908296943,9.82532751091703,0.13100436681222707,0.13100436681222707
Fox & USADA Era,7.866666666666666,13,17,2,2,1.652542372881356,2.1610169491525424,0.2542372881355932,0.2542372881355932
Fox & USADA Era,10.75,23,45,0,0,2.13953488372093,4.186046511627907,0.0,0.0
Fox & USADA Era,9.183333333333334,17,38,2,3,1.851179673321234,4.137931034482759,0.2177858439201452,0.32667876588021777
Fox & USADA Era,15.0,53,101,0,0,3.533333333333333,6.733333333333333,0.0,0.0
Fox & USADA Era,15.0,13,38,1,15,0.8666666666666667,2.533333333333333,0.06666666666666667,1.0
Fox & USADA Era,15.0,111,248,4,4,7.4,16.533333333333335,0.26666666666666666,0.26666666666666666
Fox & USADA Era,2.8833333333333333,2,16,0,2,0.6936416184971098,5.5491329479768785,0.0,0.6936416184971098
Fox & USADA Era,13.166666666666666,53,79,5,9,4.025316455696203,6.0,0.379746835443038,0.6835443037974683
Fox & USADA Era,15.0,84,222,0,0,5.6,14.8,0.0,0.0
Fox & USADA Era,2.316666666666667,27,45,0,1,11.654676258992804,19.424460431654676,0.0,0.4316546762589928
Fox & USADA Era,15.0,19,34,2,5,1.2666666666666666,2.2666666666666666,0.13333333333333333,0.3333333333333333
Fox & USADA Era,15.0,26,53,3,3,1.7333333333333334,3.533333333333333,0.2,0.2
Fox & USADA Era,0.8333333333333334,0,4,0,1,0.0,4.8,0.0,1.2
Fox & USADA Era,15.0,87,146,3,4,5.8,9.733333333333333,0.2,0.26666666666666666
Fox & USADA Era,12.966666666666669,92,129,4,13,7.095115681233932,9.948586118251926,0.3084832904884318,1.0025706940874035
Fox & USADA Era,15.0,80,183,1,6,5.333333333333333,12.2,0.06666666666666667,0.4
Fox & USADA Era,12.666666666666666,31,112,0,0,2.447368421052632,8.842105263157896,0.0,0.0
Fox & USADA Era,7.25,25,48,0,0,3.4482758620689653,6.620689655172414,0.0,0.0
Fox & USADA Era,2.533333333333333,11,18,1,1,4.342105263157895,7.105263157894737,0.39473684210526316,0.39473684210526316
Fox & USADA Era,15.0,68,131,4,9,4.533333333333333,8.733333333333333,0.26666666666666666,0.6
Fox & USADA Era,11.433333333333334,60,93,0,4,5.247813411078717,8.13411078717201,0.0,0.3498542274052478
Fox & USADA Era,2.716666666666667,8,17,0,0,2.9447852760736195,6.257668711656441,0.0,0.0
Fox & USADA Era,15.0,3,8,6,10,0.2,0.5333333333333333,0.4,0.6666666666666666
Fox & USADA Era,15.0,55,161,0,0,3.6666666666666665,10.733333333333333,0.0,0.0
Fox & USADA Era,1.65,14,29,0,0,8.484848484848484,17.575757575757578,0.0,0.0
Fox & USADA Era,4.35,5,10,2,2,1.149425287356322,2.298850574712644,0.4597701149425288,0.4597701149425288
Fox & USADA Era,2.4833333333333334,5,10,0,0,2.013422818791946,4.026845637583892,0.0,0.0
Fox & USADA Era,15.0,50,109,1,9,3.3333333333333335,7.266666666666667,0.06666666666666667,0.6
Fox & USADA Era,15.0,44,69,2,5,2.933333333333333,4.6,0.13333333333333333,0.3333333333333333
Fox & USADA Era,4.75,24,29,3,4,5.052631578947368,6.105263157894737,0.631578947368421,0.8421052631578947
Fox & USADA Era,0.9,2,16,0,0,2.2222222222222223,17.77777777777778,0.0,0.0
Fox & USADA Era,25.0,88,171,4,13,3.52,6.84,0.16,0.52
Fox & USADA Era,15.0,39,74,0,0,2.6,4.933333333333334,0.0,0.0
Fox & USADA Era,5.466666666666667,25,42,2,2,4.573170731707317,7.682926829268292,0.36585365853658536,0.36585365853658536
Fox & USADA Era,15.0,20,43,1,1,1.3333333333333333,2.8666666666666667,0.06666666666666667,0.06666666666666667
Fox & USADA Era,11.016666666666667,73,130,3,7,6.626323751891074,11.800302571860817,0.2723146747352496,0.6354009077155824
Fox & USADA Era,15.0,62,116,1,1,4.133333333333334,7.733333333333333,0.06666666666666667,0.06666666666666667
